COD_CURSO,CURSO,NUM_VERSAO,DESCR_ESTRUTURA,PERIODO_IDEAL,COD_DISCIPLINA,NOME_DISCIPLNA,CREDITOS,CH_TEORICA,CH_PRATICA,CH_TOTAL
FT10,Arquitetura e Urbanismo,2020/1,OBRIGATÓRIAS,,ENADE02,ENADE - CONCLUINTE,,,,
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,FTA083,TÓPICOS ESPECIAIS EM ARQUITETURA,3,45,,45
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,FTA084,TÓPICOS ESPECIAIS EM URBANISMO,3,45,,45
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,FTA085,FOTOGRAFIA,3,30,30,60
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,FTA087,TÓPICOS ESPECIAIS EM TECNOLOGIA,3,30,30,60
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,FTH002,SISTEMAS DE PROTEÇÃO E COMBATE A INCÊNDIO,3,30,30,60
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,FTT173,ENGENHARIA DE TRÁFEGO,4,60,,60
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,IHP123,LINGUA BRASILEIRA DE SINAIS B,4,60,,60
FT10,Arquitetura e Urbanismo,2020/1,OPTATIVAS,,IHP164,PORTUGUÊS INSTRUMENTAL,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,1,FTP011,PRINCÍPIOS DE GEOLOGIA,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,1,FTP015,FUNDAMENTOS DE ENGENHARIA DE PETRÓLEO E GÁS,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,1,IEF101,FISICA GERAL E EXPERIMENTAL A,5,60,30,90
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,1,IEM012,ÁLGEBRA LINEAR I,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,1,IEM075,CÁLCULO DIFERENCIAL E INTEGRAL I,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,1,IEQ614,QUÍMICA GERAL I,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,2,FTP003,GEOLOGIA DO PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,2,ICC901,INTRODUÇÃO À PROGRAMAÇÃO DE COMPUTADORES,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,2,IEF102,FISICA GERAL E EXPERIMENTAL B,5,60,30,90
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,2,IEM022,ÁLGEBRA LINEAR II,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,2,IEM076,CÁLCULO DIFERENCIAL E INTEGRAL II,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,2,IEQ624,QUIMICA ORGÂNICA I,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,3,FTC034,MECÂNICA DOS MATERIAIS,6,90,,90
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,3,FTP004,ELETRICIDADE BÁSICA E EXPERIMENTAL,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,3,FTP018,GEOFÍSICA APLICADA À INDÚSTRIA DO PETRÓLEO,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,3,FTP038,GEOPROCESSAMENTO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,3,IEC082,CALCULO NUMÉRICO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,3,IEE001,PROBABILIDADE E ESTATISTICA,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,3,IEM141,EQUACÕES DIFERENCIAIS ORDINÁRIAS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,4,FTM100,CIÊNCIA DOS MATERIAIS I,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,4,FTP016,METROLOGIA E INSTRUMENTAÇÃO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,4,FTP024,PROPRIEDADES DAS ROCHAS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,4,FTP025,INTRODUÇÃO A MECÂNICA DAS ROCHAS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,4,FTP041,PERFILAGEM GEOFÍSICA DE POÇOS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,4,FTQ021,FENÔMENOS DE TRANSPORTE I,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,4,FTQ026,TERMODINÂMICA,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,5,FTL130,ENGENHARIA DE SEGURANÇA DO TRABALHO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,5,FTP026,PROPRIEDADES DE FLUIDOS DE PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,5,FTP035,OPERAÇÕES UNITÁRIAS NA INDÚSTRIA DO PETRÓLEO,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,5,FTP036,ANÁLISE DE BACIAS SEDIMENTARES,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,5,FTP037,CONTROLE APLICADO À INDÚSTRIA DO PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,5,FTQ022,FENÔMENOS DE TRANSPORTE II,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,6,FTD058,DESENHO TECNICO,4,45,30,75
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,6,FTP005,ENGENHARIA DE RESERVATÓRIO I,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,6,FTP007,ENGENHARIA DE POÇO I - PERFURAÇÃO DE POÇOS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,6,FTP017,LABORATÓRIO DE AUTOMAÇÃO E CONTROLE DE PROCESSOS,2,,60,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,6,FTP039,ESCOAMENTO DE PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,6,FTP040,PROCESSAMENTO DE HIDROCARBONETOS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,6,FTP043,AVALIAÇÃO DE FORMAÇÃO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,7,FTL336,ENGENHARIA ECONÔMICA,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,7,FTP008,MODELAGEM GEOLÓGICA DE RESERVATÓRIOS,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,7,FTP009,ENGENHARIA DE RESERVATÓRIO II,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,7,FTP012,INSTRUMENTAÇÃO APLICADA À INDÚSTRIA DO PETRÓLEO E GÁS,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,7,FTP042,REDES E INSTALAÇÕES DE PETRÓLEO E GÁS NATURAL,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,7,FTP049,ENERGIAS ALTERNATIVAS - A,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,7,FTP057,ENGENHARIA DE POÇO II - COMPLETAÇÃO E ESTIMULAÇÃO DE POÇOS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,8,FTL521,LOGÍSTICA E CADEIA DE SUPRIMENTOS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,8,FTP013,MÉTODO DE ELEVAÇÃO ARTIFICIAL,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,8,FTP044,GERENCIAMENTO DE RISCOS AMBIENTAIS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,8,FTP045,SISTEMA OFFSHORE DE PRODUÇÃO DE PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,8,FTP046,PESQUISA OPERACIONAL NA INDÚSTRIA DO PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,8,FTP047,SIMULAÇÃO NUMÉRICA DE RESERVATÓRIOS,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,8,IHS026,SOCIOLOGIA DO TRABALHO E ÉTICA,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,9,FTP048,PROJETO MULTIDISCIPLINAR EM ENGENHARIA DE PETRÓLEO E GÁS,2,30,,30
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,9,FTP054,ECONOMIA DO PETRÓLEO E GÁS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,10,FTP020,TRABALHO DE CONCLUSÃO DE CURSO EM ENGENHARIA DE PETRÓLEO,2,30,,30
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,10,FTP021,ESTÁGIO SUPERVISIONADO,6,,180,180
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,,ENADE01,ENADE - INGRESSANTE,,,,
FT11,Engenharia de Petróleo e Gás,2020/2,OBRIGATÓRIAS,,ENADE02,ENADE - CONCLUINTE,,,,
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP006,METODOLOGIA CIENTÍFICA EM PETRÓLEO E GÁS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP022,ESTRUTURAS OFFSHORE,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP029,PRINCÍPIOS DE FABRICAÇÃO MECÂNICA,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP033,TÓPICOS ESPECIAIS I,2,30,,30
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP034,TÓPICOS ESPECIAIS II,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP050,INTERVENÇÃO E SEGURANÇA DE POÇOS,2,30,,30
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP051,DIREITO DO PETRÓLEO,2,30,,30
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP052,FLUÍDOS DE PERFURAÇÃO,2,30,,30
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP053,QSMS NA INDÚSTRIA DO PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP055,LOGÍSTICA DO PETRÓLEO,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP056,GARANTIA DE ESCOAMENTO,2,30,,30
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,FTP058,RESERVATÓRIOS NÃO CONVENCIONAIS,4,60,,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,IEG133,SEDIMENTOLOGIA,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,IEG161,ESTRATIGRAFIA,4,30,60,90
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,IEQ654,COMBUSTÍVEIS FÓSSEIS E BIOCOMBUSTÍVEIS,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,IEQ657,CORROSÃO,3,30,30,60
FT11,Engenharia de Petróleo e Gás,2020/2,OPTATIVAS,,IHP123,LINGUA BRASILEIRA DE SINAIS B,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,1,FTD067,DESENHO BÁSICO,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,1,FTQ001,INTRODUÇÃO À ENGENHARIA QUÍMICA,2,30,,30
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,1,FTQ002,CIÊNCIA DA INFORMAÇÃO,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,1,IEC037,INTRODUÇÃO A PROGRAMAÇÃO DE COMPUTADORES,3,30,30,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,1,IEM011,CALCULO I,6,90,,90
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,1,IEM012,ÁLGEBRA LINEAR I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,1,IEQ614,QUÍMICA GERAL I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,2,IEE001,PROBABILIDADE E ESTATISTICA,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,2,IEF101,FISICA GERAL E EXPERIMENTAL A,5,60,30,90
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,2,IEM021,CALCULO II,6,90,,90
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,2,IEM022,ÁLGEBRA LINEAR II,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,2,IEQ012,QUIMICA INORGANICA I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,2,IEQ618,QUÍMICA GERAL EXPERIMENTAL,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,3,FTM100,CIÊNCIA DOS MATERIAIS I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,3,IEC082,CALCULO NUMÉRICO,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,3,IEF102,FISICA GERAL E EXPERIMENTAL B,5,60,30,90
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,3,IEM141,EQUACÕES DIFERENCIAIS ORDINÁRIAS,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,3,IEQ048,QUIMICA ANALITICA FUNDAMENTAL,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,3,IEQ624,QUIMICA ORGÂNICA I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,4,FAA011,INTRODUÇÃO À ADMINISTRAÇÃO,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,4,FTC222,MECÂNICA I,6,90,,90
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,4,FTE057,ELETRICIDADE GERAL,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,4,IEQ049,QUIMICA ANALITICA EXPERIMENTAL,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,4,IEQ627,QUIMICA ORGÂNICA II,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,4,IEQ633,QUÍMICA ORGÂNICA EXPERIMENTAL I,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,4,IEQ634,FÍSICO-QUÍMICA I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,5,FTE058,LABORATÓRIO DE ELETRICIDADE GERAL,1,,30,30
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,5,FTP016,METROLOGIA E INSTRUMENTAÇÃO,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,5,FTQ003,PRINCÍPIOS DOS PROCESSOS QUIMICOS,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,5,FTQ012,GESTÃO AMBIENTAL,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,5,FTQ021,FENÔMENOS DE TRANSPORTE I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,5,FTQ026,TERMODINÂMICA,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,5,IEQ363,FISICO-QUIMICA EXPERIMENTAL,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,6,FTL336,ENGENHARIA ECONÔMICA,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,6,FTP019,CONTROLE E SIMULAÇÃO DE PROCESSOS,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,6,FTQ004,OPERAÇÕES UNITÁRIAS I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,6,FTQ011,CINÉTICA E REATORES I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,6,FTQ022,FENÔMENOS DE TRANSPORTE II,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,6,FTQ032,CARACTERIZAÇÃO E TRATAMENTO DE RESIDUOS,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,6,IHS026,SOCIOLOGIA DO TRABALHO E ÉTICA,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,7,FTH041,ENGENHARIA DE SEGURANÇA,3,30,30,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,7,FTP017,LABORATÓRIO DE AUTOMAÇÃO E CONTROLE DE PROCESSOS,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,7,FTQ009,PROCESSOS QUÍMICOS ORGÂNICOS,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,7,FTQ013,OPERAÇÕES UNITÁRIAS III,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,7,FTQ014,CINÉTICA E REATORES II,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,7,FTQ023,FENÔMENOS DE TRANSPORTE III,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,8,FTQ006,PROCESSOS QUIMICOS INORGÂNICOS,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,8,FTQ007,OPERAÇÕES UNITÁRIAS II,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,8,FTQ030,LABORATÓRIO DE CINÉTICA,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,8,FTQ031,LABORATÓRIO DE FENÔMENOS DE TRANSPORTES,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,8,FTQ034,ENGENHARIA BIOQUÍMICA,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,8,IHE130,INGLÊS INSTRUMENTAL I,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,9,FTL519,GESTÃO DA QUALIDADE,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,9,FTQ019,ESTÁGIO SUPERVISIONADO,6,,180,180
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,9,FTQ025,LABORATÓRIO DE OPERAÇÕES UNITÁRIAS,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,9,FTQ033,LABORATÓRIO DE CONTROLE DE QUALIDADE,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,10,FTQ015,PLANEJAMENTO E PROJETOS,4,60,,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,10,FTQ020,TRABALHO DE CONCLUSÃO DE CURSO,2,30,,30
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,10,FTQ029,LABORATÓRIO DE PROCESSOS,2,,60,60
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,,ENADE01,ENADE - INGRESSANTE,,,,
FT12,Engenharia Química,2010/1,OBRIGATÓRIAS,,ENADE02,ENADE - CONCLUINTE,,,,
FT12,Engenharia Química,2010/1,OPTATIVAS,,FTH065,ENGENHARIA AMBIENTAL,4,60,,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,FTM017,ADITIVAÇÃO DE POLIMEROS,4,60,,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,FTQ027,PLANEJAMENTO E OTIMIZAÇÃO DE EXPERIMENTOS,4,60,,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,FTQ035,TÓPICOS ESPECIAIS EM ENGENHARIA QUÍMICA I,4,60,,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,FTQ036,TÓPICOS ESPECIAIS EM ENGENHARIA QUÍMICA II,4,60,,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,IBP010,TECNOLOGIA DAS FERMENTAÇÕES,4,30,60,90
FT12,Engenharia Química,2010/1,OPTATIVAS,,IEF009,FISICA I,5,75,,75
FT12,Engenharia Química,2010/1,OPTATIVAS,,IEQ372,DETERMINAÇÃO DE ESTRUTURAS DE COMPOSTOS ORGÂNICOS,3,30,30,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,IEQ654,COMBUSTÍVEIS FÓSSEIS E BIOCOMBUSTÍVEIS,3,30,30,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,IEQ655,FITOQUÍMICA EXPERIMENTAL,2,,60,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,IEQ657,CORROSÃO,3,30,30,60
FT12,Engenharia Química,2010/1,OPTATIVAS,,IEQ659,RECICLAGEM,2,30,,30
FT12,Engenharia Química,2010/1,OPTATIVAS,,IHP123,LINGUA BRASILEIRA DE SINAIS B,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,1,IAA037,BIOLOGIA CELULAR,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,1,IAA059,QUÍMICA GERAL,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,1,IAA101,CÁLCULO I,6,90,,90
IA01,Agronomia,2014/2,OBRIGATÓRIAS,1,IEA099,ZOOLOGIA GERAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,1,IEA100,DESENHO TÉCNICO,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,1,IEA101,INTRODUÇÃO À AGRONOMIA,3,45,,45
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IAA018,ANATOMIA E MORFOLOGIA VEGETAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IAA031,QUÍMICA ORGÂNICA BÁSICA,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IAA032,ESTATÍSTICA,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IAA104,INFORMÁTICA BÁSICA,2,30,,30
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IAE008,FÍSICA A,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IEA102,INTRODUÇÃO A CIÊNCIA DO SOLO,2,15,30,45
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IEA103,METODOLOGIA DO ESTUDO E DA PESQUISA,3,45,,45
IA01,Agronomia,2014/2,OBRIGATÓRIAS,2,IEA104,INTRODUÇÃO À FILOSOFIA DA CIÊNCIA,2,30,,30
IA01,Agronomia,2014/2,OBRIGATÓRIAS,3,IAA025,ECOLOGIA GERAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,3,IAA033,QUÍMICA ANALÍTICA,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,3,IAA040,BIOQUÍMICA GERAL,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,3,IAA045,EXPERIMENTAÇÃO AGRÍCOLA,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,3,IAA053,MICROBIOLOGIA GERAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,3,IEA106,TOPOGRAFIA,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,4,IEA107,GENÉTICA,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,4,IEA108,"GÊNESE, MORFOLOGIA E CLASSIFICAÇÃO DO SOLO",3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,4,IEA109,ANATOMIA E FISIOLOGIA COMPARADA DOS ANIMAIS DOMÉSTICOS,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,4,IEA110,ECONOMIA RURAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,4,IEA111,BOTÂNICA AGRÍCOLA,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,4,IEA112,MECANIZAÇÃO E MÁQUINAS AGRÍCOLAS,4,45,30,75
IA01,Agronomia,2014/2,OBRIGATÓRIAS,4,IEA113,HIDRÁULICA AGRÍCOLA,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,5,IEA123,FERTILIDADE DO SOLO E NUTRIÇÃO MINERAL DE PLANTAS,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,5,IEA124,IRRIGAÇÃO E DRENAGEM RURAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,5,IEA125,METEOROLOGIA E CLIMATOLOGIA,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,5,IEA126,GESTÃO AMBIENTAL E RECURSOS NATURAIS,3,45,,45
IA01,Agronomia,2014/2,OBRIGATÓRIAS,5,IEA127,FISIOLOGIA VEGETAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,5,IEA128,NUTRIÇÃO E ALIMENTAÇÃO ANIMAL,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,5,IEA129,PLANEJAMENTO E ADMINISTRAÇÃO RURAL,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,6,IEA130,SOCIOLOGIA RURAL,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,6,IEA131,ADUBOS E ADUBAÇÕES,3,45,,45
IA01,Agronomia,2014/2,OBRIGATÓRIAS,6,IEA132,FITOPATOLOGIA GERAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,6,IEA133,MELHORAMENTO GENÉTICO VEGETAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,6,IEA134,ENTOMOLOGIA GERAL,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,6,IEA135,BIOTECNOLOGIA APLICADA À CIÊNCIAS AGRÁRIAS,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,6,IEA136,CONSTRUÇÕES RURAIS,3,30,30,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,7,IEA173,MELHORAMENTO GENÉTICO ANIMAL,4,60,,60
IA01,Agronomia,2014/2,OBRIGATÓRIAS,7,IEA174,ENTOMOLOGIA AGRÍCOLA,3,30,30,60
